SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
123138,0,Cash loans,M,Y,N,0,157500.0,239850.0,22324.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.022625,-8572,-436,-2434.0,-1253,6.0,1,1,0,1,1,0,Laborers,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.377058964238051,,0.0825,0.0641,0.9752,0.66,0.028,0.0,0.1379,0.1667,0.2083,0.052,0.0672,0.0703,0.0,0.0,0.084,0.0665,0.9752,0.6733,0.0283,0.0,0.1379,0.1667,0.2083,0.0532,0.0735,0.0732,0.0,0.0,0.0833,0.0641,0.9752,0.6645,0.0282,0.0,0.1379,0.1667,0.2083,0.0529,0.0684,0.0715,0.0,0.0,,block of flats,0.0706,Panel,No,4.0,0.0,4.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
312282,0,Cash loans,F,N,N,0,90000.0,263686.5,14854.5,238500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018634,-22247,365243,-15892.0,-3697,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,15,0,0,0,0,0,0,XNA,0.4254468546347569,0.6791787006744788,0.6626377922738201,0.0165,,0.9717,,,,0.1379,0.0417,,,,0.0128,,,0.0168,,0.9717,,,,0.1379,0.0417,,,,0.0133,,,0.0167,,0.9717,,,,0.1379,0.0417,,,,0.013,,,,block of flats,0.01,"Stone, brick",No,1.0,0.0,1.0,0.0,-2702.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
250215,0,Revolving loans,F,Y,Y,0,157500.0,270000.0,13500.0,270000.0,Family,Working,Higher education,Married,House / apartment,0.018634,-10780,-2270,-10261.0,-291,5.0,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Self-employed,0.2875249399093084,0.4639067256082399,,0.1485,0.1058,0.9816,,,0.16,0.1379,0.3333,,,,0.1542,,0.0,0.1513,0.1098,0.9816,,,0.1611,0.1379,0.3333,,,,0.1606,,0.0,0.1499,0.1058,0.9816,,,0.16,0.1379,0.3333,,,,0.157,,0.0,,block of flats,0.1512,Panel,No,1.0,0.0,1.0,0.0,-280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
187493,0,Cash loans,M,N,Y,1,112500.0,728460.0,40806.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-20095,-1996,-8910.0,-2054,,1,1,0,1,0,0,Laborers,3.0,2,2,THURSDAY,13,0,1,1,0,1,1,Construction,,0.4228776598970305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
336037,0,Cash loans,F,N,Y,1,81000.0,395766.0,20205.0,283500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008068,-13569,-1254,-504.0,-4070,,1,1,0,1,0,0,Cooking staff,3.0,3,3,WEDNESDAY,6,0,0,0,0,0,0,School,0.3500265550487629,0.2421811018055907,0.4722533429586386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1270.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
285322,0,Cash loans,F,N,Y,1,90000.0,540000.0,17550.0,540000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.030755,-13441,-1260,-7240.0,-4231,,1,1,1,1,1,0,Sales staff,3.0,2,2,FRIDAY,14,0,0,0,0,0,0,Trade: type 7,,0.5615245714015576,0.7136313997323308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1061.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
358465,0,Cash loans,M,Y,Y,1,270000.0,802773.0,42898.5,693000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.018029,-16852,-3321,-8546.0,-411,19.0,1,1,0,1,0,0,Laborers,3.0,3,3,SUNDAY,5,0,0,0,0,0,0,Self-employed,0.6723944448203586,0.5744340002497036,0.7610263695502636,0.0825,0.0879,0.9801,,,0.0,0.1379,0.1667,,0.1142,,0.0772,,0.0,0.084,0.0912,0.9801,,,0.0,0.1379,0.1667,,0.1168,,0.0804,,0.0,0.0833,0.0879,0.9801,,,0.0,0.1379,0.1667,,0.1162,,0.0786,,0.0,,block of flats,0.094,Panel,No,0.0,0.0,0.0,0.0,-1787.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
435163,0,Cash loans,M,N,Y,1,180000.0,900000.0,26316.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018209,-11097,-3118,-2900.0,-245,,1,1,0,1,0,0,Sales staff,3.0,3,3,THURSDAY,10,0,0,0,0,0,0,Self-employed,,0.3539346580580936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-396.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
343340,0,Cash loans,F,N,Y,0,153000.0,221832.0,10917.0,175500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13743,-1358,-6256.0,-4932,,1,1,0,1,0,0,,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.7158120228558417,0.7209441499436497,0.0825,0.0729,0.9801,0.728,0.0114,0.0,0.2069,0.1667,0.2083,0.0694,0.0672,0.0778,0.0,0.0,0.084,0.0757,0.9801,0.7387,0.0115,0.0,0.2069,0.1667,0.2083,0.071,0.0735,0.0811,0.0,0.0,0.0833,0.0729,0.9801,0.7316,0.0115,0.0,0.2069,0.1667,0.2083,0.0706,0.0684,0.0792,0.0,0.0,reg oper account,block of flats,0.0612,Panel,No,1.0,0.0,1.0,0.0,-1992.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
455451,0,Cash loans,M,Y,Y,2,157500.0,675000.0,28728.0,675000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.015221,-16104,-561,-898.0,-2125,2.0,1,1,0,1,0,0,Drivers,4.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Trade: type 3,,0.3147658212500819,0.6769925032909132,0.034,0.0646,0.9692,,,0.0,0.1034,0.0833,,0.0774,,0.0307,,0.028,0.0347,0.067,0.9672,,,0.0,0.1034,0.0833,,0.0792,,0.026,,0.0296,0.0344,0.0646,0.9692,,,0.0,0.1034,0.0833,,0.0788,,0.0313,,0.0286,,block of flats,0.0196,"Stone, brick",No,0.0,0.0,0.0,0.0,-506.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
149504,1,Cash loans,M,N,N,0,202500.0,675000.0,24930.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0228,-10731,-1931,-3995.0,-3379,,1,1,0,1,1,0,Sales staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.1282413976698571,0.6227339611529239,0.3723336657058204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1149.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
145726,1,Cash loans,F,N,N,2,94500.0,592560.0,31153.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-12899,-1311,-3916.0,-3933,,1,1,0,1,0,0,Sales staff,4.0,2,2,THURSDAY,18,0,0,0,1,1,0,Business Entity Type 3,,0.3915297158056017,0.6577838002083306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1856.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
326932,1,Cash loans,F,N,Y,1,63000.0,876816.0,38754.0,720000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-14550,-2987,-1932.0,-2437,,1,1,0,1,0,0,Sales staff,3.0,2,2,TUESDAY,9,0,0,0,0,0,0,Trade: type 3,0.4859561107285566,0.6050145366974007,0.4812493411434029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1958.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
141956,1,Cash loans,M,Y,Y,1,202500.0,348826.5,25407.0,288000.0,Unaccompanied,State servant,Higher education,Separated,House / apartment,0.018801,-10396,-2066,-1383.0,-2596,15.0,1,1,0,1,0,0,,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Security Ministries,,0.0498940826588273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
446938,0,Revolving loans,F,N,N,2,67500.0,202500.0,10125.0,202500.0,Family,Working,Secondary / secondary special,Married,With parents,0.035792,-12439,-3378,-4909.0,-3153,,1,1,1,1,0,0,Medicine staff,4.0,2,2,FRIDAY,17,0,0,0,0,0,0,Kindergarten,,0.466708615096455,0.7032033049040319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-2082.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
404244,1,Revolving loans,M,N,N,2,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-15952,-369,-2036.0,-4012,,1,1,1,1,0,0,Security staff,4.0,2,2,WEDNESDAY,8,0,1,1,0,1,1,Security,,0.3696662321312296,0.3062022983135042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
173398,0,Cash loans,F,N,N,0,112500.0,225000.0,11074.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-9130,-496,-3728.0,-1798,,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.3172993807048558,0.7136313997323308,0.1113,0.0715,0.9891,0.8504,0.0328,0.12,0.1034,0.3333,0.375,0.0655,0.0908,0.1129,0.0,0.0,0.1134,0.0742,0.9891,0.8563,0.0331,0.1208,0.1034,0.3333,0.375,0.067,0.0992,0.1176,0.0,0.0,0.1124,0.0715,0.9891,0.8524,0.033,0.12,0.1034,0.3333,0.375,0.0667,0.0923,0.1149,0.0,0.0,reg oper account,block of flats,0.1067,Panel,No,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
298379,0,Cash loans,F,Y,Y,0,139500.0,203760.0,14827.5,180000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.020246,-17491,-905,-10703.0,-1040,22.0,1,1,1,1,0,0,Laborers,2.0,3,3,TUESDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.0379392043591987,0.2580842039460289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
287273,0,Cash loans,M,N,Y,0,90000.0,343800.0,12478.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-18588,-3513,-11152.0,-2132,,1,1,0,1,0,0,Drivers,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,Electricity,,0.7939262208022151,0.8083935912119442,0.1031,0.0855,0.9801,0.728,0.0112,0.0,0.2069,0.1667,0.0417,0.084,0.0841,0.0896,0.0,0.0,0.105,0.0887,0.9801,0.7387,0.0113,0.0,0.2069,0.1667,0.0417,0.0859,0.0918,0.0933,0.0,0.0,0.1041,0.0855,0.9801,0.7316,0.0113,0.0,0.2069,0.1667,0.0417,0.0854,0.0855,0.0912,0.0,0.0,reg oper account,block of flats,0.0766,"Stone, brick",No,0.0,0.0,0.0,0.0,-2401.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
364468,0,Cash loans,F,N,Y,0,112500.0,95940.0,11515.5,90000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008019,-11936,-311,-3184.0,-4483,,1,1,0,1,0,0,Realty agents,2.0,2,2,MONDAY,14,0,0,0,0,0,0,Services,0.6483438547179567,0.5553127650728906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1405.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
185001,0,Cash loans,M,Y,Y,2,171000.0,601470.0,30838.5,450000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.02461,-10488,-357,-636.0,-3156,18.0,1,1,0,1,0,0,,4.0,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.2842099876600475,0.3385962735309292,0.2778856891082046,0.101,0.116,0.9757,,,0.0,0.2069,0.1667,,0.1153,,0.0878,,0.0103,0.1029,0.1204,0.9757,,,0.0,0.2069,0.1667,,0.118,,0.0915,,0.0109,0.102,0.116,0.9757,,,0.0,0.2069,0.1667,,0.1174,,0.0894,,0.0105,reg oper account,block of flats,0.1201,"Stone, brick",No,1.0,0.0,1.0,0.0,-525.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
301335,0,Cash loans,F,N,Y,0,112500.0,288873.0,16713.0,238500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-22631,365243,-1279.0,-4004,,1,0,0,1,0,0,,2.0,2,2,MONDAY,14,0,0,0,0,0,0,XNA,,0.162144567666238,,0.0082,0.0,0.9791,0.7144,0.0016,0.0,0.0345,0.0417,0.0833,0.0104,0.0067,0.0062,0.0,0.0,0.0084,0.0,0.9791,0.7256,0.0016,0.0,0.0345,0.0417,0.0833,0.0106,0.0073,0.0064,0.0,0.0,0.0083,0.0,0.9791,0.7182,0.0016,0.0,0.0345,0.0417,0.0833,0.0105,0.0068,0.0063,0.0,0.0,reg oper spec account,block of flats,0.0048,"Stone, brick",No,6.0,0.0,6.0,0.0,-1369.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
448535,1,Cash loans,M,Y,Y,0,202500.0,485901.0,29493.0,369000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.008625,-13090,-1938,-7018.0,-5453,17.0,1,1,0,1,0,0,High skill tech staff,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.346133943909268,0.363945238612397,,,0.9513,,,,0.0345,0.0,,0.0058,,0.0036,,0.0,,,0.9513,,,,0.0345,0.0,,0.0059,,0.0038,,0.0,,,0.9513,,,,0.0345,0.0,,0.0059,,0.0037,,0.0,,,0.005,"Stone, brick",No,1.0,1.0,1.0,1.0,-406.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
311289,0,Cash loans,F,N,Y,0,180000.0,526491.0,28179.0,454500.0,Unaccompanied,Pensioner,Lower secondary,Widow,House / apartment,0.019101,-22768,365243,-9600.0,-4042,,1,0,0,1,0,0,,1.0,2,2,MONDAY,9,0,0,0,0,0,0,XNA,,0.6467735156566932,0.813917469762627,0.0247,0.0471,0.9871,0.8232,0.0392,0.0,0.1034,0.0833,0.0417,0.015,0.0202,0.0237,0.0,0.0,0.0252,0.0489,0.9871,0.8301,0.0396,0.0,0.1034,0.0833,0.0417,0.0154,0.022,0.0247,0.0,0.0,0.025,0.0471,0.9871,0.8256,0.0395,0.0,0.1034,0.0833,0.0417,0.0153,0.0205,0.0241,0.0,0.0,reg oper account,block of flats,0.0214,"Stone, brick",No,4.0,0.0,4.0,0.0,-1566.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
270124,1,Cash loans,M,N,N,1,180000.0,239850.0,28593.0,225000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.018029,-10515,-2861,-10500.0,-2815,,1,1,0,1,0,0,Drivers,3.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,Police,0.1335390890733162,0.2547558054485617,0.6397075677637197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-439.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
334323,0,Cash loans,F,N,Y,0,166500.0,675000.0,19867.5,675000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.018209,-20045,-99,-4676.0,-3496,,1,1,0,1,1,0,High skill tech staff,2.0,3,3,MONDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.6111950834043804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1304.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
166671,0,Revolving loans,F,N,Y,0,112500.0,202500.0,10125.0,337500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018634,-21837,365243,-12143.0,-4575,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.4537316226027399,0.3031463744186309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
278898,0,Revolving loans,F,N,N,0,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-10270,-705,-4856.0,-750,,1,1,0,1,0,0,Core staff,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,School,0.2976288596097,0.5717107905415801,0.2471909382666521,0.1669999999999999,,0.9891,,,0.12,0.1034,0.3333,,,,0.1621,,0.0183,0.1702,,0.9891,,,0.1208,0.1034,0.3333,,,,0.1688,,0.0193,0.1686,,0.9891,,,0.12,0.1034,0.3333,,,,0.165,,0.0186,,block of flats,0.1502,"Stone, brick",No,0.0,0.0,0.0,0.0,-1504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
287090,0,Revolving loans,M,N,Y,0,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.019101,-14157,-5680,-5089.0,-4922,,1,1,0,1,0,0,Security staff,1.0,2,2,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 1,,0.4396693831018254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
241869,0,Cash loans,F,N,N,1,202500.0,352044.0,13401.0,247500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.025164,-11764,-2140,-227.0,-3359,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.2041037536318021,0.3642866455014815,0.5424451438613613,0.0619,0.0627,0.9762,0.6736,,0.0,0.1034,0.1667,0.2083,0.0604,,0.0513,,0.0178,0.063,0.0651,0.9762,0.6864,,0.0,0.1034,0.1667,0.2083,0.0617,,0.0534,,0.0188,0.0625,0.0627,0.9762,0.6779999999999999,,0.0,0.1034,0.1667,0.2083,0.0614,,0.0522,,0.0181,reg oper account,block of flats,0.0559,"Stone, brick",No,3.0,0.0,3.0,0.0,-1739.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
431331,1,Cash loans,M,Y,Y,1,166500.0,398934.0,20497.5,333000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.006852,-17215,-2341,-281.0,-756,2.0,1,1,0,1,0,0,Managers,3.0,3,3,TUESDAY,5,0,0,0,1,0,1,Self-employed,,0.0062609130570424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1371.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0
347070,0,Cash loans,M,Y,N,0,157500.0,331110.0,35788.5,292500.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.006207,-10264,-2115,-8630.0,-2933,11.0,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Self-employed,0.4546835865061782,0.5602319679954458,0.7062051096536562,0.0845,0.0,0.9876,0.83,,0.08,0.069,0.375,0.4167,0.0256,0.0672,0.0835,0.0077,0.0,0.0861,0.0,0.9876,0.8367,,0.0806,0.069,0.375,0.4167,0.0262,0.0735,0.0869,0.0078,0.0,0.0854,0.0,0.9876,0.8323,,0.08,0.069,0.375,0.4167,0.0261,0.0684,0.085,0.0078,0.0,reg oper account,block of flats,0.0711,Panel,No,2.0,1.0,2.0,1.0,-395.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
291307,0,Cash loans,F,N,Y,0,67500.0,257391.0,18432.0,238500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,-21586,365243,-953.0,-4874,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,17,0,0,0,0,0,0,XNA,0.8295814680007308,0.5397659218869771,0.6940926425266661,0.2948,0.12,0.9796,0.7144,0.0298,0.0,0.2069,0.1667,0.2083,0.1316,0.237,0.1177,0.0154,0.0371,0.3004,0.1245,0.9791,0.7256,0.0301,0.0,0.2069,0.1667,0.2083,0.1346,0.259,0.1172,0.0156,0.0393,0.2977,0.12,0.9796,0.7182,0.03,0.0,0.2069,0.1667,0.2083,0.1339,0.2411,0.1199,0.0155,0.0379,reg oper spec account,block of flats,0.0967,"Stone, brick",No,3.0,0.0,3.0,0.0,-782.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
